Airtime,Carrier,Carrier_Delay,Day_of_week,Delay_Minutes,Dest,Distance,Date,Flight_Num,Late_Aircraft_Delay,NAS_Delay,Origin,Security_Delay,Tailnum,Weather_Delay,Temp,Dewpoint,Fog,Hail,Precip,Rain,Pressure,Snow,Thunder,Tornado,Visibility,Windspeed,Dep_hour
83.0,WN,,2,8.0,PHX,602.0,2011-08-02,1094,,,DEN,,N325SW,,24.4,12.8,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,10.0,5.7,17
141.0,AS,,3,-1.0,SAN,1050.0,2011-07-20,232,,,SEA,,N564AS,,14.4,10.6,0.0,0.0,0.0,0.0,102.17,0.0,0.0,0.0,10.0,5.1000000000000005,6
70.0,US,,5,-6.0,PHL,449.0,2011-10-14,1744,,,CLT,,N733UW,,15.6,13.9,0.0,0.0,-1.0,1.0,100.3,0.0,0.0,0.0,10.0,2.6,6
68.0,MQ,,3,-7.0,CMH,483.0,2011-05-18,4146,,,JFK,,N909MQ,,20.0,16.7,0.0,0.0,0.0,1.0,101.58,0.0,0.0,0.0,9.0,7.2,14
175.0,CO,,5,4.0,LGA,1416.0,2011-12-30,163,,,IAH,,N13750,,20.6,12.2,0.0,0.0,0.0,0.0,101.55,0.0,0.0,0.0,9.5,3.6,18
209.0,AA,,3,12.0,ORD,1721.0,2011-05-25,1386,,,SEA,,N3EXAA,,11.1,8.3,0.0,0.0,-1.0,1.0,100.99,0.0,0.0,0.0,9.1,1.5,16
45.0,WN,,7,0.0,LAS,236.0,2011-04-17,1200,,,LAX,,N244WN,,18.3,12.2,1.0,0.0,0.0,0.0,100.96,0.0,0.0,0.0,8.7,1.5,7
99.0,US,,3,-1.0,OAK,646.0,2011-12-21,620,,,PHX,,N821AW,,10.0,6.1000000000000005,0.0,0.0,0.0,0.0,101.27,0.0,0.0,0.0,10.0,1.5,8
57.0,WN,,6,-2.0,SMF,373.0,2011-08-20,1480,,,LAX,,N341SW,,20.6,13.3,0.0,0.0,0.0,0.0,101.42,0.0,0.0,0.0,9.6,3.1,17
48.0,WN,,4,-2.0,ELP,347.0,2011-12-08,2375,,,PHX,,N628SW,,7.2,-1.7000000000000002,0.0,0.0,0.0,0.0,101.81,0.0,0.0,0.0,10.0,0.0,6
171.0,MQ,,3,-8.0,IAH,1379.0,2011-11-16,3787,,,LAX,,N507MQ,,14.4,11.1,1.0,0.0,0.0,0.0,101.83,0.0,0.0,0.0,6.9,0.0,6
50.0,MQ,,5,2.0,CLE,316.0,2011-06-10,4064,,,ORD,,N663MQ,,19.4,16.1,0.0,0.0,0.0,1.0,101.38,0.0,1.0,0.0,7.2,1.5,17
59.0,WN,43.0,1,52.0,RNO,391.0,2011-12-26,2111,0.0,0.0,LAX,0.0,N468WN,0.0,8.9,-4.4,0.0,0.0,0.0,0.0,102.23,0.0,0.0,0.0,9.9,2.6,14
143.0,CO,5.0,6,38.0,PBI,1024.0,2011-05-14,1454,30.0,0.0,EWR,0.0,N76504,0.0,16.7,11.7,0.0,0.0,0.0,0.0,100.86,0.0,0.0,0.0,10.0,4.1000000000000005,21
241.0,FL,,1,14.0,LAS,1747.0,2011-03-14,777,,,ATL,,N176AT,,11.7,8.3,0.0,0.0,0.0,0.0,102.09,0.0,0.0,0.0,10.0,0.0,11
104.0,CO,,5,-4.0,IAH,689.0,2011-01-28,221,,,ATL,,N16632,,8.9,-0.6000000000000001,0.0,0.0,0.0,0.0,101.45,0.0,0.0,0.0,10.0,5.1000000000000005,16
187.0,AA,,4,12.0,ORD,1514.0,2011-12-22,1708,,,LAS,,N475AA,,4.4,-16.1,0.0,0.0,0.0,0.0,102.57,0.0,0.0,0.0,10.0,5.7,14
247.0,UA,,5,-1.0,IAD,2288.0,2011-11-18,966,,,LAX,,N855UA,,13.9,12.2,0.0,0.0,0.0,0.0,101.6,0.0,0.0,0.0,4.7,0.0,6
84.0,FL,,5,-1.0,STL,483.0,2011-03-25,795,,,ATL,,N981AT,,5.0,0.6000000000000001,0.0,0.0,0.0,0.0,101.51,0.0,0.0,0.0,10.0,3.6,9
58.0,MQ,,4,-2.0,JAN,408.0,2011-09-29,2857,,,DFW,,N621MQ,,25.0,12.8,0.0,0.0,0.0,0.0,101.16,0.0,0.0,0.0,10.0,1.5,14
