Flight_Num,Carrier,Percent_Delayed_2011
1659,US,0.022988505747126436
1659,FL,0.028846153846153848
1659,WN,0.04081632653061224
1659,AA,0.02356020942408377
1659,AA,0.15913978494623657
1659,UA,0.05313092979127135
1659,YV,0.020107238605898123
1659,AA,0.13347921225382933
1659,HA,0.0
1659,DL,0.021875
1659,UA,0.062111801242236024
1659,EV,0.024456521739130436
1659,AA,0.16326530612244897
1659,OO,0.012658227848101266
1659,WN,0.019157088122605363
1659,WN,0.0
1659,UA,0.08430232558139535
1659,B6,0.07837837837837838
1659,F9,0.12299465240641712
1659,F9,0.02092050209205021
1659,WN,0.03431372549019608
1659,FL,0.037037037037037035
1659,WN,0.036753445635528334
1659,US,0.08349514563106795
1659,AA,0.06779661016949153
1659,B6,0.0
1659,WN,0.05688622754491018
1659,AA,1.0
1659,WN,0.04366197183098591
1659,AA,0.0701219512195122
1659,AS,0.01272264631043257
1659,FL,0.01272264631043257
1659,AA,0.0
1659,US,0.04878048780487805
1659,MQ,0.1357615894039735
1659,CO,0.0
1659,FL,0.0
1659,WN,0.0440251572327044
1659,DL,0.10326086956521739
1659,FL,0.12947658402203857
1659,AS,0.0
1659,FL,0.047979797979797977
1659,WN,0.07837837837837838
1659,WN,0.10752688172043011
1659,F9,0.0
1659,WN,0.08333333333333333
1659,F9,0.12430939226519337
1659,UA,0.11911357340720222
1659,DL,0.036036036036036036
1659,MQ,0.1111111111111111
1659,CO,0.04132231404958678
1659,B6,0.22772277227722773
1659,US,0.01098901098901099
1659,WN,0.018912529550827423
1659,OO,0.03802281368821293
1659,AA,0.06657608695652174
1659,UA,0.046255506607929514
1659,CO,0.03821656050955414
1659,FL,0.06666666666666667
1659,YV,0.0
1659,UA,0.05172413793103448
1659,OO,0.039735099337748346
1659,XE,0.08571428571428572
1659,XE,0.08398950131233596
1659,AA,0.056
1659,DL,0.022950819672131147
1659,XE,0.21153846153846154
1659,US,0.0
1659,EV,0.04421768707482993
1659,WN,0.07209302325581396
1659,DL,0.023980815347721823
1659,WN,0.03
1659,WN,0.0469208211143695
1659,WN,0.04201680672268908
1659,DL,0.013888888888888888
1659,DL,0.07073170731707316
1659,DL,0.04415584415584416
1659,OO,0.09090909090909091
1659,US,0.03003003003003003
1659,UA,0.03076923076923077
1659,WN,0.014705882352941176
1659,WN,0.05353319057815846
1659,XE,0.0851063829787234
1659,XE,0.03184713375796178
1659,EV,0.06551724137931035
1659,FL,0.06936416184971098
1659,CO,0.07511737089201878
1659,XE,0.18232044198895028
1659,DL,0.0
1659,UA,0.029288702928870293
1659,MQ,0.15384615384615385
1659,US,0.033073929961089495
1659,AS,0.0029850746268656717
1659,CO,0.10734463276836158
1659,F9,0.0
1659,AA,0.02145922746781116
1659,WN,0.026420079260237782
1659,EV,0.051756007393715345
1659,EV,0.06333333333333334
1659,OO,0.0851063829787234
1659,B6,0.28205128205128205
1659,OO,0.04296875
1659,XE,0.042105263157894736
1659,WN,0.0514018691588785
1659,OO,0.15441176470588236
1659,B6,0.1349206349206349
1659,WN,0.07640449438202247
1659,YV,0.02666666666666667
1659,US,0.17592592592592593
1659,CO,0.029411764705882353
1659,FL,0.08333333333333333
1659,WN,0.02862595419847328
1659,UA,0.02729044834307992
1659,DL,0.07303370786516854
1659,MQ,0.06962025316455696
1659,CO,0.05263157894736842
1659,B6,0.03977272727272727
1659,WN,0.12578616352201258
1659,OO,0.037914691943127965
1659,DL,0.05397727272727273
1659,WN,0.03374233128834356
1659,OO,0.125
1659,WN,0.050314465408805034
1659,AA,0.02631578947368421
1659,XE,0.10416666666666667
1659,DL,0.13075060532687652
1659,CO,0.047619047619047616
1659,CO,0.06711409395973154
1659,B6,0.12359550561797752
1659,MQ,0.12886597938144329
1659,FL,0.028169014084507043
1659,DL,0.11463414634146342
1659,DL,0.0468384074941452
1659,MQ,0.13010204081632654
1659,DL,0.02531645569620253
1659,MQ,0.2641509433962264
1659,WN,0.07462686567164178
1659,MQ,0.1786743515850144
1659,MQ,0.15012722646310434
1659,WN,0.07081545064377683
1659,B6,0.08142493638676845
1659,OO,0.03387533875338753
1659,WN,0.1368421052631579
1659,US,0.0
1659,OO,0.0186219739292365
1659,UA,0.025252525252525252
1659,DL,0.0688622754491018
1659,UA,0.046511627906976744
1659,FL,0.014492753623188406
1659,XE,0.08095238095238096
1659,OO,0.10810810810810811
1659,FL,0.01098901098901099
1659,XE,0.08921933085501858
1659,CO,0.0
1659,DL,0.053763440860215055
1659,YV,0.058823529411764705
1659,UA,0.03678929765886288
1659,OO,0.03496503496503497
1659,DL,0.061764705882352944
1659,EV,0.0782312925170068
1659,B6,0.07894736842105263
1659,FL,0.06321839080459771
1659,WN,0.019736842105263157
1659,DL,0.03322259136212625
1659,B6,0.13333333333333333
1659,EV,0.037037037037037035
1659,AA,0.07105263157894737
1659,AA,0.15
1659,XE,0.02564102564102564
1659,XE,0.038834951456310676
1659,US,0.040983606557377046
1659,CO,0.015151515151515152
1659,AA,0.08678500986193294
1659,DL,0.03910614525139665
1659,US,0.01881720430107527
1659,OO,0.04106280193236715
1659,DL,0.02517162471395881
1659,DL,0.09195402298850575
1659,WN,0.03968253968253968
1659,DL,0.14814814814814814
1659,DL,0.09006211180124224
1659,XE,0.0
1659,OO,0.06319702602230483
1659,DL,0.0
1659,WN,0.05765765765765766
1659,FL,0.011111111111111112
1659,WN,0.0430622009569378
1659,MQ,0.14285714285714285
1659,OO,0.0846774193548387
1659,DL,0.03741496598639456
1659,B6,0.23529411764705882
1659,CO,0.1348314606741573
1659,OO,0.16666666666666666
1659,CO,0.0
1659,MQ,0.07908163265306123
1659,DL,0.023529411764705882
1659,XE,0.0
1659,WN,0.029411764705882353
1659,WN,0.0502283105022831
1659,XE,0.05714285714285714
1659,OO,0.05387205387205387
1659,US,0.05785123966942149
1659,OO,0.0
1659,AA,0.1622340425531915
1659,US,0.1450381679389313
1659,AA,0.025089605734767026
1659,XE,0.05106382978723404
1659,WN,0.06201550387596899
1659,YV,0.047619047619047616
1659,US,0.08514190317195326
1659,AA,0.06363636363636363
1659,OO,0.08333333333333333
1659,WN,0.04852320675105485
1659,FL,0.02406417112299465
1659,WN,0.022857142857142857
1659,WN,0.010256410256410256
1659,WN,0.041176470588235294
1659,US,0.021739130434782608
1659,DL,0.011494252873563218
1659,CO,0.010526315789473684
1659,OO,0.04406779661016949
1659,UA,0.043706293706293704
1659,EV,0.06218905472636816
1659,MQ,0.10526315789473684
1659,US,0.09523809523809523
1659,MQ,0.09195402298850575
1659,AS,0.016574585635359115
1659,WN,0.06948228882833787
1659,XE,0.044642857142857144
1659,WN,0.01935483870967742
1659,DL,0.22330097087378642
1659,MQ,0.05970149253731343
1659,WN,0.062111801242236024
1659,OO,0.04119850187265917
1659,OO,0.0
1659,MQ,0.15772870662460567
1659,CO,0.0
1659,DL,0.13095238095238096
1659,AA,0.016339869281045753
1659,EV,0.09523809523809523
1659,DL,0.019877675840978593
1659,AA,0.0
1659,AS,0.0029850746268656717
1659,EV,0.05504587155963303
1659,DL,0.04918032786885246
1659,DL,0.021739130434782608
1659,OO,0.021367521367521368
1659,WN,0.03007518796992481
1659,OO,0.043478260869565216
1659,DL,0.041463414634146344
1659,WN,0.03937007874015748
1659,WN,0.050359712230215826
1659,WN,0.0614406779661017
1659,XE,0.09090909090909091
1659,FL,0.06611570247933884
1659,OO,0.0024330900243309003
1659,F9,0.0
1659,WN,0.07894736842105263
1659,DL,0.03832752613240418
1659,US,0.09254498714652956
1659,DL,0.1
1659,CO,0.09116809116809117
1659,AA,0.0
1659,AA,0.08791208791208792
1659,WN,0.045454545454545456
1659,EV,0.03389830508474576
1659,OO,0.08614232209737828
1659,CO,0.1937984496124031
1659,WN,0.048205128205128206
1659,OO,0.08585858585858586
1659,DL,0.141643059490085
1659,FL,0.02040816326530612
1659,DL,0.0678391959798995
1659,CO,0.4117647058823529
1659,FL,0.0
1659,MQ,0.027989821882951654
1659,HA,0.0
1659,DL,0.0
1659,MQ,0.05121293800539083
1659,HA,0.0
1659,YV,0.019417475728155338
1659,WN,0.008333333333333333
1659,WN,0.02702702702702703
1659,CO,0.03571428571428571
1659,MQ,0.10476190476190476
1659,MQ,0.08940397350993377
1659,MQ,0.07508532423208192
1659,OO,0.008565310492505354
1659,US,0.0
1659,WN,0.028017241379310345
1659,DL,0.10059171597633136
1659,B6,0.06514657980456026
1659,US,0.04559270516717325
1659,CO,0.04
1659,B6,0.10256410256410256
1659,US,0.005509641873278237
1659,WN,0.017857142857142856
1659,CO,0.0
1659,US,0.13544018058690746
1659,WN,0.038461538461538464
1659,B6,0.10150375939849623
1659,FL,0.018835616438356163
1659,CO,0.04938271604938271
1659,WN,0.0
1659,US,0.006756756756756757
1659,UA,0.0
1659,DL,0.08651399491094147
1659,US,0.17142857142857143
1659,FL,0.05343511450381679
1659,OO,0.17721518987341772
1659,WN,0.1
1659,WN,0.03091684434968017
1659,OO,0.24064171122994651
1659,EV,0.05084745762711865
1659,F9,0.09345794392523364
1659,CO,0.05056179775280899
1659,YV,0.14473684210526316
1659,AA,0.07
1659,OO,0.025691699604743084
1659,US,0.1206896551724138
1659,DL,0.11764705882352941
1659,YV,0.06070287539936102
